82,-403,-857
-47,-358,-931
45,-322,-884
16,-303,-941
46,-318,-891
19,-335,-857
73,-386,-927
-16,-293,-894
35,-306,-938
15,-323,-897
19,-318,-925
15,-315,-939
-34,-339,-839
24,-305,-918
11,-302,-938
9,-313,-889
31,-319,-919
22,-304,-923
14,-312,-891
29,-315,-919
27,-305,-911
16,-318,-901
51,-306,-947
62,-288,-936
42,-297,-925
-3,-301,-983
-2,-343,-777
31,-334,-880
61,-338,-948
-13,-290,-901
19,-321,-943
24,-317,-898
38,-320,-911
25,-313,-911
15,-313,-925
33,-305,-906
19,-313,-917
19,-312,-918
24,-317,-907
28,-317,-908
23,-306,-920
25,-307,-922
23,-316,-909
25,-312,-907
18,-310,-917
29,-318,-911
31,-309,-917
27,-316,-905
25,-314,-917
22,-312,-913
26,-317,-910
28,-311,-913
21,-313,-906
19,-317,-911
23,-317,-906
24,-312,-913
19,-317,-907
27,-317,-909
26,-317,-911
26,-322,-919
19,-312,-917
30,-318,-913
10,-312,-901
31,-321,-912
19,-333,-906
49,-296,-990
20,-293,-939
28,-305,-941
23,-304,-926
27,-313,-911
19,-307,-910
19,-314,-915
24,-309,-909
29,-314,-917
22,-309,-912
24,-315,-917
24,-317,-908
23,-314,-917
27,-313,-912
19,-314,-912
19,-310,-919
28,-310,-919
22,-311,-912
19,-312,-907
30,-311,-912
26,-313,-909
23,-315,-911
25,-313,-905
26,-306,-914
19,-307,-911
27,-313,-919
30,-311,-925
28,-303,-913
24,-317,-910
24,-317,-909
23,-313,-915
28,-314,-913
31,-310,-917
29,-312,-913
29,-314,-919
23,-321,-917
25,-313,-911
24,-317,-915
21,-317,-910
22,-311,-917
19,-314,-909
25,-314,-911
19,-319,-906
19,-310,-917
19,-313,-929
25,-313,-913
23,-314,-910
21,-314,-910
19,-310,-915
23,-307,-917
26,-312,-907
26,-317,-918
26,-317,-915
19,-314,-909
36,-333,-888
19,-315,-907
24,-319,-897
25,-318,-908
19,-313,-915
23,-310,-914
23,-308,-903
26,-311,-912
19,-319,-918
26,-317,-911
19,-310,-913
24,-311,-917
26,-307,-907
23,-310,-921
26,-313,-907
19,-305,-919
22,-313,-917
23,-312,-907
25,-312,-918
19,-313,-917
19,-315,-912
29,-313,-910
26,-317,-907
19,-309,-910
24,-312,-919
25,-316,-912
25,-315,-917
23,-317,-907
18,-313,-922
33,-316,-900
18,-303,-947
39,-311,-887
24,-312,-920
18,-301,-927
18,-310,-919
47,-343,-884
19,-320,-896
27,-313,-925
30,-317,-917
15,-302,-910
24,-314,-913
18,-310,-925
27,-310,-927
26,-315,-899
25,-318,-921
25,-317,-911
23,-312,-917
27,-313,-909
19,-307,-919
24,-313,-913
26,-312,-907
19,-309,-906
19,-312,-919
19,-314,-902
19,-317,-909
23,-314,-911
28,-307,-913
28,-317,-904
28,-318,-908
19,-319,-907
22,-314,-903
25,-311,-913
19,-313,-909
32,-312,-912
19,-318,-923
19,-317,-909
26,-317,-895
15,-317,-905
21,-312,-925
26,-317,-917
24,-314,-905
31,-319,-913
15,-309,-914
19,-317,-917
25,-310,-913
19,-316,-897
22,-314,-909
28,-313,-909
26,-313,-901
26,-310,-917
18,-310,-917
31,-317,-930
19,-302,-896
19,-314,-923
26,-318,-908
19,-311,-919
20,-313,-910
25,-311,-914
19,-312,-909
16,-301,-929
29,-313,-909
23,-314,-912
19,-314,-904
30,-309,-911
15,-312,-913
19,-323,-909
19,-317,-907
19,-306,-925
34,-311,-912
19,-309,-922
19,-319,-906
29,-309,-919
28,-310,-915
19,-313,-901
30,-317,-911
26,-314,-911
28,-311,-911
19,-313,-917
23,-317,-913
19,-318,-917
23,-317,-911
22,-313,-907
18,-309,-919
25,-317,-912
19,-321,-917
26,-313,-913
27,-318,-905
24,-313,-905
26,-320,-913
24,-313,-917
25,-314,-911
19,-310,-911
24,-312,-909
27,-309,-910
21,-319,-911
19,-319,-908
21,-313,-913
28,-314,-917
24,-312,-909
24,-312,-913
30,-317,-904
26,-315,-914
19,-314,-905
19,-318,-912
26,-320,-907
19,-317,-909
26,-317,-917
23,-312,-909
23,-317,-912
19,-309,-913
28,-317,-907
19,-313,-906
23,-311,-921
19,-317,-904
25,-312,-911
24,-317,-904
25,-317,-912
19,-315,-912
29,-313,-917
19,-313,-912
24,-310,-917
26,-314,-910
23,-315,-912
24,-314,-907
27,-315,-914
28,-316,-910
22,-313,-909
28,-315,-907
19,-315,-911
24,-309,-905
26,-310,-911
25,-305,-919
25,-317,-917
26,-317,-911
30,-322,-918
26,-311,-911
25,-319,-911
27,-312,-911
24,-311,-917
27,-319,-909
24,-318,-907
24,-313,-913
29,-319,-910
25,-317,-911
26,-317,-909
27,-313,-917
25,-313,-917
24,-315,-911
23,-320,-917
26,-317,-911
28,-315,-912
19,-315,-901
28,-317,-912
24,-313,-910
28,-308,-917
24,-317,-904
29,-313,-908
19,-311,-900
30,-312,-913
19,-320,-913
6,-301,-936
19,-315,-943
7,-345,-952
60,-335,-897
19,-319,-919
27,-318,-908
15,-305,-920
28,-313,-909
29,-313,-909
19,-311,-907
16,-322,-901
19,-321,-891
23,-307,-931
15,-303,-947
6,-313,-933
42,-318,-884
19,-303,-892
19,-333,-894
30,-313,-863
19,-321,-925
19,-312,-945
39,-322,-892
19,-309,-907
31,-299,-907
2,-349,-876
10,-306,-899
19,-314,-932
31,-308,-917
36,-320,-906
29,-318,-915
40,-323,-911
27,-326,-899
26,-317,-917
19,-317,-903
29,-317,-913
30,-310,-913
25,-317,-909
18,-272,-925
44,-301,-889
28,-333,-898
26,-333,-904
23,-313,-905
27,-315,-905
28,-317,-918
19,-317,-910
19,-313,-910
27,-319,-919
19,-317,-920
26,-321,-907
22,-314,-906
23,-312,-913
24,-314,-913
19,-315,-913
24,-317,-906
29,-310,-913
19,-316,-911
19,-311,-919
25,-312,-917
26,-314,-908
25,-317,-913
19,-311,-914
29,-312,-911
24,-315,-909
26,-312,-912
28,-317,-910
23,-314,-911
28,-315,-914
19,-317,-907
19,-308,-911
18,-314,-911
23,-317,-910
27,-309,-912
24,-315,-917
23,-311,-911
27,-317,-909
21,-314,-913
19,-310,-913
24,-312,-919
26,-313,-912
23,-311,-911
24,-315,-909
19,-311,-913
22,-313,-909
19,-317,-911
19,-308,-913
23,-311,-905
24,-313,-912
29,-313,-910
26,-312,-911
23,-314,-913
19,-317,-906
19,-309,-914
19,-314,-911
23,-306,-908
19,-312,-911
23,-317,-913
18,-314,-907
23,-315,-917
24,-313,-912
25,-313,-915
26,-310,-908
20,-313,-915
26,-310,-911
19,-312,-906
19,-305,-913
27,-312,-906
19,-309,-912
26,-313,-902
23,-313,-909
19,-315,-915
19,-317,-906
18,-313,-913
24,-317,-917
26,-312,-911
28,-308,-911
26,-310,-910
28,-313,-908
23,-312,-910
23,-310,-921
26,-313,-913
24,-315,-912
23,-314,-911
21,-313,-912
23,-311,-909
19,-315,-909
24,-314,-909
27,-310,-911
23,-317,-915
27,-313,-911
24,-309,-917
22,-315,-909
19,-313,-911
26,-307,-905
23,-313,-917
19,-312,-917
19,-312,-909
19,-314,-910
24,-319,-917
22,-317,-910
23,-313,-912
19,-312,-913
26,-317,-917
28,-315,-915
26,-311,-915
25,-313,-911
24,-317,-914
26,-313,-909
22,-317,-908
23,-321,-917
19,-312,-909
23,-311,-911
24,-310,-912
22,-310,-913
25,-313,-915
23,-313,-912
19,-313,-916
19,-317,-909
24,-309,-911
23,-313,-915
21,-311,-909
28,-313,-915
23,-317,-908
19,-312,-913
17,-315,-907
19,-313,-913
28,-313,-909
23,-314,-911
23,-313,-908
18,-318,-907
23,-311,-909
19,-313,-917
23,-313,-913
19,-312,-909
23,-313,-915
24,-312,-907
27,-313,-917
21,-313,-913
19,-313,-913
24,-313,-911
25,-319,-911
19,-314,-915
25,-313,-916
19,-312,-903
26,-313,-912
24,-313,-912
19,-311,-908
22,-315,-908
19,-313,-910
23,-315,-909
22,-313,-911
23,-312,-910
19,-313,-909
22,-317,-909
23,-310,-917
23,-311,-913
24,-311,-911
25,-306,-909
24,-315,-913
26,-312,-908
28,-311,-919
24,-313,-913
22,-317,-910
22,-312,-913
23,-314,-913
22,-311,-915
24,-314,-917
24,-314,-909
24,-310,-911
25,-313,-915
25,-309,-910
25,-312,-911
19,-307,-910
19,-317,-908
27,-317,-911
28,-314,-917
23,-314,-908
26,-311,-915
22,-313,-912
19,-317,-924
19,-312,-913
19,-313,-913
24,-319,-919
22,-312,-910
19,-310,-908
19,-310,-906
19,-313,-913
19,-315,-909
24,-310,-911
26,-314,-914
23,-314,-917
19,-313,-912
19,-314,-918
19,-310,-905
23,-317,-919
25,-308,-911
19,-312,-910
19,-311,-913
24,-314,-912
24,-314,-911
23,-317,-910
26,-315,-914
19,-315,-911
24,-314,-911
27,-317,-909
19,-313,-910
24,-316,-911
19,-314,-909
24,-313,-912
24,-310,-909
19,-312,-910
26,-312,-914
19,-315,-907
28,-312,-912
24,-312,-912
19,-311,-909
26,-313,-917
19,-313,-912
21,-314,-909
19,-314,-914
19,-313,-909
19,-314,-909
19,-313,-912
24,-314,-915
23,-318,-918
24,-314,-912
24,-312,-912
26,-313,-911
24,-313,-917
26,-314,-910
24,-312,-915
19,-317,-917
24,-313,-909
24,-314,-917
19,-312,-913
25,-315,-914
25,-311,-909
25,-317,-910
19,-316,-911
23,-317,-913
19,-312,-907
19,-314,-913
23,-317,-909
19,-316,-908
19,-313,-917
22,-315,-912
19,-313,-909
19,-310,-913
23,-314,-911
25,-314,-917
26,-312,-910
28,-317,-910
23,-317,-917
25,-311,-911
19,-317,-898
26,-317,-913
24,-318,-913
23,-316,-912
19,-317,-909
19,-317,-917
19,-317,-907
27,-318,-911
26,-313,-912
19,-319,-908
19,-310,-912
26,-329,-904
24,-314,-904
19,-311,-911
19,-313,-906
28,-309,-907
25,-317,-909
26,-311,-917
22,-313,-911
23,-314,-911
24,-310,-909
19,-312,-912
19,-317,-912
26,-317,-917
26,-313,-911
25,-320,-908
25,-315,-909
25,-317,-911
25,-311,-913
23,-312,-910
23,-317,-909
24,-312,-908
23,-313,-912
23,-314,-913
19,-315,-908
19,-314,-907
27,-311,-910
23,-313,-910
24,-314,-912
26,-309,-913
24,-313,-909
22,-317,-911
19,-313,-909
25,-317,-912
24,-314,-917
25,-317,-905
25,-315,-909
22,-319,-917
26,-317,-913
23,-314,-911
24,-311,-917
24,-314,-917
26,-313,-909
28,-315,-919
23,-313,-910
23,-314,-915
26,-311,-906
19,-317,-908
19,-313,-909
19,-318,-913
19,-313,-915
24,-317,-912
25,-314,-911
24,-312,-909
24,-313,-916
23,-314,-912
22,-317,-909
26,-319,-927
23,-314,-909
24,-315,-913
19,-312,-911
19,-317,-911
19,-318,-910
22,-313,-912
24,-314,-913
26,-310,-912
23,-313,-909
24,-313,-913
26,-321,-904
24,-311,-911
19,-313,-909
23,-314,-917
26,-317,-913
27,-315,-910
25,-312,-917
19,-313,-917
19,-314,-915
26,-317,-913
22,-310,-912
24,-317,-909
19,-310,-911
23,-314,-909
22,-317,-904
25,-315,-912
19,-312,-913
23,-313,-917
27,-313,-913
19,-317,-912
21,-314,-909
19,-318,-910
26,-315,-913
22,-310,-914
28,-311,-912
28,-314,-919
25,-313,-913
28,-313,-915
25,-314,-908
26,-317,-910
24,-313,-910
24,-314,-913
19,-317,-906
26,-314,-913
23,-314,-917
19,-316,-911
22,-312,-910
21,-313,-907
26,-317,-912
25,-317,-914
24,-313,-910
25,-311,-908
25,-315,-917
23,-315,-911
24,-319,-913
23,-310,-917
19,-314,-917
19,-313,-915
19,-317,-908
24,-312,-913
19,-319,-917
23,-317,-917
23,-311,-917
26,-317,-911
24,-314,-909
25,-317,-912
28,-311,-911
19,-313,-914
19,-316,-904
28,-314,-911
19,-309,-915
26,-318,-927
26,-317,-910
24,-308,-911
19,-320,-912
28,-317,-911
23,-313,-908
23,-312,-907
26,-317,-907
28,-313,-908
28,-314,-912
22,-315,-911
26,-317,-899
24,-317,-912
22,-317,-917
27,-313,-907
24,-313,-911
24,-317,-909
22,-316,-913
19,-312,-907
24,-313,-911
26,-314,-919
25,-315,-909
23,-309,-911
19,-313,-913
26,-314,-909
19,-313,-899
24,-317,-909
24,-314,-908
25,-311,-913
21,-317,-909
24,-312,-911
19,-314,-917
23,-310,-913
28,-311,-911
26,-314,-911
25,-313,-911
23,-316,-904
23,-310,-908
23,-317,-910
23,-314,-911
24,-319,-910
27,-317,-910
19,-310,-914
24,-314,-911
23,-315,-908
